trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
726,False,"{'a': 0.25, 'e': 0.0007031080356064829}",25,0,43.353361190766776,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
727,False,"{'a': 0.25, 'e': 0.0006961119937599021}",20,6,22.812399980727392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.25, 'e': 0.0006891855636927931}",20,0,32.75225067799364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.25, 'e': 0.0006823280527563766}",30,16,24.621138734178324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.25, 'e': 0.0006755387751938444}",20,0,31.513737546052774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.25, 'e': 0.0006688170520717818}",30,0,43.18811440266566,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
732,False,"{'a': 0.25, 'e': 0.0006621622112122763}",30,10,35.60552247550671,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.25, 'e': 0.0006555735871256958}",30,6,40.2193926531941,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.25, 'e': 0.0006490505209441411}",25,8,33.72214211313494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.25, 'e': 0.0006425923603555573}",20,0,34.3460055751772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
736,False,"{'a': 0.25, 'e': 0.0006361984595385052}",30,8,34.23819921334904,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.25, 'e': 0.000629868179097574}",30,16,24.011956165003852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.25, 'e': 0.0006236008859994445}",25,4,36.94638428287933,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.25, 'e': 0.0006173959535095834}",20,1,28.11858235363582,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.25, 'e': 0.0006112527611295724}",35,17,32.9250176117612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.25, 'e': 0.0006051706945350531}",30,9,38.064912137383416,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.25, 'e': 0.0005991491455142981}",25,10,31.25757238028924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.25, 'e': 0.000593187511907387}",20,0,30.724474418513847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
744,False,"{'a': 0.25, 'e': 0.0005872851975459907}",20,0,30.730286814239843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
745,False,"{'a': 0.25, 'e': 0.0005814416121937556}",25,0,39.23636502796711,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
746,False,"{'a': 0.25, 'e': 0.0005756561714872761}",20,0,25.45243853336118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
747,False,"{'a': 0.25, 'e': 0.0005699282968776604}",25,5,36.948144468238766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.25, 'e': 0.0005642574155726738}",20,2,34.942470794626054,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.25, 'e': 0.000558642960479461}",25,3,37.57637525858619,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.25, 'e': 0.0005530843701478336}",20,0,27.701756502710566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
751,False,"{'a': 0.25, 'e': 0.0005475810887141261}",30,0,43.46958104045997,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
752,False,"{'a': 0.25, 'e': 0.0005421325658456086}",20,9,21.962218454437707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.25, 'e': 0.0005367382566854548}",20,0,33.86761940387775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.25, 'e': 0.0005313976217982529}",20,0,27.33015619432826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
755,False,"{'a': 0.25, 'e': 0.0005261101271160636}",20,0,27.18729092387955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
756,False,"{'a': 0.25, 'e': 0.0005208752438850122}",35,0,52.66836590148125,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.25, 'e': 0.0005156924486124138}",25,2,38.159796034899195,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.25, 'e': 0.0005105612230144218}",25,0,37.633044690117146,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
759,False,"{'a': 0.25, 'e': 0.0005054810539642003}",20,10,18.460521300630298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.25, 'e': 0.0005004514334406104}",35,0,51.105844793563755,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
761,False,"{'a': 0.25, 'e': 0.0004954718584774093}",20,2,28.785048918478942,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.25, 'e': 0.0004905418311129505}",25,12,25.516131434087825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.25, 'e': 0.00048566085834038917}",20,0,26.05789801217413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
764,False,"{'a': 0.25, 'e': 0.00048082845205838035}",30,0,43.36260402903732,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
765,False,"{'a': 0.25, 'e': 0.0004760441290222693}",25,2,37.05141465046688,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.25, 'e': 0.0004713074107957653}",25,11,26.112311442226016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.25, 'e': 0.00046661782370309847}",20,7,21.45370499681384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.25, 'e': 0.00046197489878165135}",25,5,35.67218389005171,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.25, 'e': 0.0004573781717350623}",25,10,25.74852983273863,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.25, 'e': 0.00045282718288679695}",30,13,27.128667349237737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.25, 'e': 0.00044832147713417755}",25,8,31.058489117822894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.25, 'e': 0.000443860603902874}",25,0,39.35854253303548,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
773,False,"{'a': 0.25, 'e': 0.00043944411710184546}",20,0,33.17272765379181,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
774,False,"{'a': 0.25, 'e': 0.0004350715750787321}",30,3,39.45335472071431,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.25, 'e': 0.0004307425405756875}",30,2,44.93657090798825,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.25, 'e': 0.00042645658068565383}",25,7,32.5150478041126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.25, 'e': 0.0004222132668090699}",25,11,25.12149160865951,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.25, 'e': 0.0004180121746110129}",25,13,21.788304493490102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.25, 'e': 0.00041385288397876164}",25,0,42.47748672126551,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
780,False,"{'a': 0.25, 'e': 0.0004097349789797868}",35,15,37.64848391394686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.25, 'e': 0.00040565804782015646}",25,7,30.525799753159262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.25, 'e': 0.00040162168280335813}",20,0,30.25685432442494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
783,False,"{'a': 0.25, 'e': 0.00039762548028952584}",20,5,30.219491256191077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.25, 'e': 0.0003936690406550783}",30,12,32.0903368270113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.25, 'e': 0.0003897519682527544}",20,10,17.317602087678658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.25, 'e': 0.00038587387137205064}",25,13,23.088628284765555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.25, 'e': 0.00038203436220004666}",25,3,37.56143739298989,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.25, 'e': 0.00037823305678262576}",20,8,19.163367409586037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.25, 'e': 0.00037446957498607806}",25,11,26.330988591469644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.25, 'e': 0.0003707435404590882}",25,0,35.63198995509821,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
791,False,"{'a': 0.25, 'e': 0.0003670545805950984}",25,6,30.40015332165733,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.25, 'e': 0.0003634023264950478}",30,0,51.56565829786762,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
793,False,"{'a': 0.25, 'e': 0.00035978641293048274}",30,13,31.59987641094283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.25, 'e': 0.00035620647830703403}",25,0,41.79272542472686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
795,False,"{'a': 0.25, 'e': 0.00035266216462825575}",20,6,22.298753213770176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.25, 'e': 0.0003491531174598264}",20,8,21.15542477112814,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.25, 'e': 0.000345678985894105}",30,7,39.53517188976547,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.25, 'e': 0.0003422394225150394}",20,0,31.842486181856916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
799,False,"{'a': 0.25, 'e': 0.0003388340833634261}",35,13,30.41064967275352,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.25, 'e': 0.00033546262790251185}",20,3,29.16004962015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.25, 'e': 0.00033212471898394095}",20,8,19.55535569147472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.25, 'e': 0.00032882002281403995}",20,0,23.1409972829327,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
803,False,"{'a': 0.25, 'e': 0.00032554820892043796}",25,0,33.92199709575961,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
804,False,"{'a': 0.25, 'e': 0.0003223089501190185}",30,10,38.91013517344085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.25, 'e': 0.00031910192248120326}",30,16,30.029226540308407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.25, 'e': 0.00031592680530155527}",25,0,48.5375800907782,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
807,False,"{'a': 0.25, 'e': 0.00031278328106571065}",20,8,21.401723545902218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.25, 'e': 0.00030967103541862617}",20,1,26.220524104755736,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.25, 'e': 0.0003065897571331437}",20,3,28.268559535645466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.25, 'e': 0.0003035391380788668}",25,8,33.09421697869631,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.25, 'e': 0.0003005188731913479}",30,0,46.410398699701766,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.25, 'e': 0.0002975286604415808}",25,15,14.0121012397978,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.25, 'e': 0.0002945682008057998}",20,8,19.134935651852892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.25, 'e': 0.00029163719823557376}",20,6,24.371034613286465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.25, 'e': 0.000288735359628203}",30,12,31.627784426949894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.25, 'e': 0.0002858623947974087}",25,2,42.97950955518439,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.25, 'e': 0.0002830180164443136}",20,1,32.00524198970622,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.25, 'e': 0.000280201940128712}",30,7,41.222653968171564,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.25, 'e': 0.00027741388424062577}",30,0,46.033055021259116,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
820,False,"{'a': 0.25, 'e': 0.00027465356997214254}",35,8,45.75908185248472,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.25, 'e': 0.00027192072128953476}",20,5,23.258905530826034,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.25, 'e': 0.00026921506490565784}",20,0,27.563675563405745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
823,False,"{'a': 0.25, 'e': 0.00026653633025261806}",20,6,24.009466298851088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.25, 'e': 0.00026388424945471793}",30,0,45.205194806145784,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
825,False,"{'a': 0.25, 'e': 0.00026125855730166754}",30,0,47.61224123192973,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
826,False,"{'a': 0.25, 'e': 0.0002586589912220635}",20,0,29.29657931056476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,False,"{'a': 0.25, 'e': 0.00025608529125713156}",20,8,20.676933378276377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.25, 'e': 0.0002535372000347304}",20,0,28.23151297421619,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
829,False,"{'a': 0.25, 'e': 0.000251014462743614}",20,9,19.793739486282128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.25, 'e': 0.00024851682710795185}",20,0,26.75125655587225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
831,False,"{'a': 0.25, 'e': 0.00024604404336209853}",20,3,29.81623876039673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.25, 'e': 0.00024359586422561876}",20,10,14.452600773935883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.25, 'e': 0.00024117204487855882}",25,12,27.804252236697995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.25, 'e': 0.00023877234293696411}",25,0,39.905935954953065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
835,False,"{'a': 0.25, 'e': 0.00023639651842864075}",20,4,29.437349435503393,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.25, 'e': 0.00023404433376915797}",25,0,39.0961766322261,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
837,False,"{'a': 0.25, 'e': 0.00023171555373808925}",30,12,31.29716462699048,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.25, 'e': 0.00022940994545549175}",25,3,37.553002705190245,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.25, 'e': 0.00022712727835861536}",30,7,43.58093155886307,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.25, 'e': 0.0002248673241788482}",20,0,25.561347706647542,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
841,False,"{'a': 0.25, 'e': 0.00022262985691888897}",20,9,18.869185507243966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.25, 'e': 0.00022041465283014717}",25,0,44.1549381364958,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
843,False,"{'a': 0.25, 'e': 0.00021822149039036782}",25,11,28.23787838426353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.25, 'e': 0.00021605015028147937}",25,3,39.53334790779221,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.25, 'e': 0.00021390041536766146}",20,0,27.764466204483508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
846,False,"{'a': 0.25, 'e': 0.00021177207067363092}",20,6,25.24377919467921,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.25, 'e': 0.00020966490336314541}",30,8,36.56681324864573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.25, 'e': 0.00020757870271771752}",20,14,14.150639208762748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.25, 'e': 0.00020551326011554428}",25,16,17.094910534327497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.25, 'e': 0.00020346836901064417}",30,10,32.45892506333374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.25, 'e': 0.0002014438249122027}",25,11,26.43336450748641,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.25, 'e': 0.00019943942536412282}",25,0,40.58834682084318,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
853,False,"{'a': 0.25, 'e': 0.00019745496992477947}",25,16,14.82749926494572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.25, 'e': 0.0001954902601469746}",30,11,32.861152931815575,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.25, 'e': 0.00019354509955809383}",25,6,34.27440184418487,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.25, 'e': 0.00019161929364045703}",20,6,25.77708799569753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.25, 'e': 0.00018971264981186754}",25,0,39.62002167094108,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
858,False,"{'a': 0.25, 'e': 0.00018782497740635362}",20,3,27.3478638811848,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.25, 'e': 0.0001859560876551017}",30,0,44.57230730037433,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
860,False,"{'a': 0.25, 'e': 0.0001841057936675792}",20,6,31.337711111942003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.25, 'e': 0.00018227391041284545}",25,9,24.65317656039132,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.25, 'e': 0.0001804602547010481}",25,0,37.88950195357574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
863,False,"{'a': 0.25, 'e': 0.00017866464516510524}",25,0,38.116417855376426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
864,False,"{'a': 0.25, 'e': 0.0001768869022425666}",25,10,21.766119726473907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.25, 'e': 0.00017512684815765845}",20,0,29.656916850369974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
866,False,"{'a': 0.25, 'e': 0.00017338430690350557}",20,0,27.287615550413133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
867,False,"{'a': 0.25, 'e': 0.00017165910422453046}",20,16,4.502981482561981,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.25, 'e': 0.0001699510675990275}",20,6,23.33971661043172,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.25, 'e': 0.00016826002622191086}",25,2,35.96072062768022,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.25, 'e': 0.00016658581098763321}",25,5,32.46617985309995,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.25, 'e': 0.00016492825447327666}",20,0,25.996836858509436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
872,False,"{'a': 0.25, 'e': 0.00016328719092180806}",25,13,21.86654757039556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.25, 'e': 0.00016166245622550477}",35,9,43.79200465102468,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.25, 'e': 0.00016005388790954318}",25,11,23.04722735268801,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.25, 'e': 0.00015846132511575123}",30,0,52.70729644769199,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
876,False,"{'a': 0.25, 'e': 0.00015688460858652242}",30,10,36.030350093910386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.25, 'e': 0.00015532358064888988}",20,5,24.438526945469235,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.25, 'e': 0.00015377808519875894}",20,0,33.602163113367624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
879,False,"{'a': 0.25, 'e': 0.00015224796768529644}",25,5,33.78666889554735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.25, 'e': 0.0001507330750954765}",25,12,23.606554080532444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.25, 'e': 0.00014923325593877739}",20,3,23.050494266864327,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.25, 'e': 0.00014774836023203364}",20,0,27.369406147920376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
883,False,"{'a': 0.25, 'e': 0.00014627823948443712}",25,3,38.443228912882915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.25, 'e': 0.000144822746682688}",20,6,26.996169801910877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.25, 'e': 0.00014338173627629315}",25,3,38.191271974139326,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.25, 'e': 0.00014195506416301115}",20,0,23.948749028345443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
887,False,"{'a': 0.25, 'e': 0.00014054258767444146}",25,0,38.92541578999977,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
888,False,"{'a': 0.25, 'e': 0.00013914416556175865}",30,0,49.92570451078926,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
889,False,"{'a': 0.25, 'e': 0.0001377596579815859}",20,6,26.36038211582407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.25, 'e': 0.0001363889264820114}",25,4,33.27835808959589,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.25, 'e': 0.00013503183398874292}",30,0,47.94430285444753,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
892,False,"{'a': 0.25, 'e': 0.0001336882447914002}",30,5,39.00310420427642,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.25, 'e': 0.0001323580245299439}",25,0,35.63520996699452,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
894,False,"{'a': 0.25, 'e': 0.00013104104018123928}",20,0,30.06274932541083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
895,False,"{'a': 0.25, 'e': 0.0001297371600457538}",25,5,32.43879987385908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.25, 'e': 0.0001284462537343878}",30,13,29.798480774934443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.25, 'e': 0.00012716819215543413}",20,0,32.66304017688967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
898,False,"{'a': 0.25, 'e': 0.0001259028475016698}",20,0,26.68181870571098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
899,False,"{'a': 0.25, 'e': 0.0001246500932375751}",20,13,15.755283070742333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.25, 'e': 0.00012340980408667953}",35,11,41.61588149947426,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.25, 'e': 0.0001221818560190345}",25,15,16.602053198004647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.25, 'e': 0.00012096612623880993}",30,12,32.31831114200089,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.25, 'e': 0.00011976249317201468}",35,3,44.84531971315013,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.25, 'e': 0.00011857083645433882}",20,5,29.116352493624156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.25, 'e': 0.00011739103691911798}",30,13,31.005071377696304,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.25, 'e': 0.00011622297658541522}",30,8,38.59934482888041,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.25, 'e': 0.00011506653864622381}",20,0,30.35868023711275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
908,False,"{'a': 0.25, 'e': 0.00011392160745678612}",20,0,28.674882428288853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
