trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1088,False,"{'a': 0.25, 'e': 1.8831115057022737e-05}",25,0,36.683921326174904,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1089,False,"{'a': 0.25, 'e': 1.8643742331516817e-05}",30,7,38.26168015044389,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.25, 'e': 1.8458233995780558e-05}",25,5,33.38373596876704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.25, 'e': 1.8274571498825787e-05}",20,6,26.907525898473466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.25, 'e': 1.8092736474249758e-05}",20,0,28.686261413612343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1093,False,"{'a': 0.25, 'e': 1.7912710738398488e-05}",25,0,38.656803913918786,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1094,False,"{'a': 0.25, 'e': 1.7734476288548365e-05}",25,0,33.112139536143346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1095,False,"{'a': 0.25, 'e': 1.7558015301105845e-05}",20,2,27.944072858665407,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.25, 'e': 1.738331012982519e-05}",25,7,36.43993613523994,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.25, 'e': 1.7210343304043663e-05}",25,6,32.97567811523962,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.25, 'e': 1.703909752693454e-05}",25,5,37.20661678147245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.25, 'e': 1.6869555673777405e-05}",20,0,33.051553008852295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1100,False,"{'a': 0.25, 'e': 1.670170079024566e-05}",25,0,41.41045494442435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1101,False,"{'a': 0.25, 'e': 1.6535516090711067e-05}",30,4,43.10825715865661,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.25, 'e': 1.637098495656519e-05}",30,0,47.53840451137341,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.25, 'e': 1.62080909345575e-05}",20,2,27.821100885638536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.25, 'e': 1.6046817735150026e-05}",20,0,30.890211911735925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1105,False,"{'a': 0.25, 'e': 1.588714923088849e-05}",20,0,30.87337715909275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1106,False,"{'a': 0.25, 'e': 1.5729069454789374e-05}",30,13,30.4180908787625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.25, 'e': 1.557256259874334e-05}",20,6,28.701687902208462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.25, 'e': 1.541761301193436e-05}",20,0,29.970884689002766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1109,False,"{'a': 0.25, 'e': 1.5264205199274627e-05}",20,0,32.0705606473195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1110,False,"{'a': 0.25, 'e': 1.5112323819855035e-05}",20,6,22.540472928085524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.25, 'e': 1.4961953685411072e-05}",30,4,38.74975327634321,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.25, 'e': 1.481307975880396e-05}",30,4,43.4272605524213,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.25, 'e': 1.466568715251703e-05}",25,3,38.846208003659015,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.25, 'e': 1.4519761127166799e-05}",20,0,33.86890379708411,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1115,False,"{'a': 0.25, 'e': 1.4375287090029125e-05}",20,5,20.886541074694836,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.25, 'e': 1.42322505935799e-05}",30,0,53.07691350124249,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1117,False,"{'a': 0.25, 'e': 1.4090637334050282e-05}",20,0,29.964362500706073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1118,False,"{'a': 0.25, 'e': 1.3950433149996304e-05}",20,0,31.929852001808634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1119,False,"{'a': 0.25, 'e': 1.3811624020882729e-05}",20,9,18.513082789928006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.25, 'e': 1.3674196065680938e-05}",20,2,28.61806991077166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.25, 'e': 1.3538135541480944e-05}",25,9,26.145680256628946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.25, 'e': 1.3403428842116913e-05}",20,3,32.52837754901519,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.25, 'e': 1.327006249680666e-05}",20,0,33.31625456768681,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1124,False,"{'a': 0.25, 'e': 1.3138023168804505e-05}",25,13,23.070284294391985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.25, 'e': 1.3007297654067622e-05}",25,11,23.3289329564503,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.25, 'e': 1.2877872879935596e-05}",20,0,32.40500522594616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1127,False,"{'a': 0.25, 'e': 1.2749735903823159e-05}",20,9,19.647489356811043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.25, 'e': 1.262287391192592e-05}",25,0,34.271163502613966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1129,False,"{'a': 0.25, 'e': 1.2497274217938948e-05}",30,0,47.41972505275667,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1130,False,"{'a': 0.25, 'e': 1.2372924261788223e-05}",35,21,24.30230639983019,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.25, 'e': 1.224981160837448e-05}",20,0,31.535450500853724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1132,False,"{'a': 0.25, 'e': 1.2127923946329785e-05}",25,0,42.897003439527175,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1133,False,"{'a': 0.25, 'e': 1.200724908678636e-05}",25,0,32.69519945104618,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1134,False,"{'a': 0.25, 'e': 1.1887774962157687e-05}",30,0,51.07967314144379,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1135,False,"{'a': 0.25, 'e': 1.1769489624931743e-05}",25,14,15.15908312048087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.25, 'e': 1.1652381246476234e-05}",25,0,42.165975699383864,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1137,False,"{'a': 0.25, 'e': 1.1536438115855702e-05}",20,5,22.884171042410795,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.25, 'e': 1.1421648638660505e-05}",30,8,41.92064411842782,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.25, 'e': 1.1308001335847248e-05}",25,2,42.99924040661115,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.25, 'e': 1.119548484259094e-05}",25,1,34.93563483589384,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.25, 'e': 1.1084087907148494e-05}",20,8,25.47831308915983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.25, 'e': 1.0973799389733532e-05}",25,13,21.36119341852369,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.25, 'e': 1.0864608261402407e-05}",20,3,27.403183418980852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.25, 'e': 1.0756503602951294e-05}",25,0,31.101507169418053,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1145,False,"{'a': 0.25, 'e': 1.0649474603824239e-05}",25,0,39.43363880529438,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1146,False,"{'a': 0.25, 'e': 1.0543510561032177e-05}",20,8,19.169295741243076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.25, 'e': 1.0438600878082507e-05}",25,5,34.36920204990157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.25, 'e': 1.0334735063919507e-05}",25,0,41.28708407973397,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1149,False,"{'a': 0.25, 'e': 1.023190273187521e-05}",25,8,26.44660988667913,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.25, 'e': 1.013009359863071e-05}",20,1,34.511669080713844,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.25, 'e': 1.0029297483187848e-05}",25,7,28.409834772284263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.25, 'e': 9.929504305851081e-06}",25,8,25.140890947693293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.25, 'e': 9.830704087219513e-06}",25,2,35.710457219014934,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.25, 'e': 9.732886947188931e-06}",20,3,29.745055704290614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.25, 'e': 9.636043103963851e-06}",20,0,29.174733341285325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1156,False,"{'a': 0.25, 'e': 9.540162873079229e-06}",30,0,44.85419710602607,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1157,False,"{'a': 0.25, 'e': 9.44523666643208e-06}",20,6,21.990380088324166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.25, 'e': 9.351254991322629e-06}",20,10,22.3441829798699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.25, 'e': 9.258208449505048e-06}",20,0,29.28095397453169,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1160,False,"{'a': 0.25, 'e': 9.166087736247617e-06}",20,0,26.757595608791853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1161,False,"{'a': 0.25, 'e': 9.074883639402243e-06}",35,12,44.79300403244897,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.25, 'e': 8.984587038483222e-06}",20,0,32.466686430945366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1163,False,"{'a': 0.25, 'e': 8.895188903755247e-06}",20,0,33.78801788785335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1164,False,"{'a': 0.25, 'e': 8.806680295330328e-06}",25,12,23.47870989913885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.25, 'e': 8.719052362273868e-06}",20,2,32.497187566108664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.25, 'e': 8.632296341719535e-06}",25,0,43.281434369958085,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1167,False,"{'a': 0.25, 'e': 8.54640355799298e-06}",30,12,33.35892828701936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.25, 'e': 8.46136542174425e-06}",25,7,30.68033685193337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.25, 'e': 8.377173429088856e-06}",20,0,26.621642446017564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1170,False,"{'a': 0.25, 'e': 8.293819160757357e-06}",20,0,30.861591131618646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1171,False,"{'a': 0.25, 'e': 8.211294281253488e-06}",30,13,28.41443052489117,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.25, 'e': 8.12959053802051e-06}",30,8,32.29715563819278,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.25, 'e': 8.048699760616019e-06}",20,0,28.11449105560515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1174,False,"{'a': 0.25, 'e': 7.968613859894859e-06}",30,0,47.24567388687318,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1175,False,"{'a': 0.25, 'e': 7.889324827200223e-06}",20,0,31.687040195207857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.25, 'e': 7.810824733562766e-06}",25,0,41.90827987936717,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1177,False,"{'a': 0.25, 'e': 7.733105728907709e-06}",20,0,30.353665022042264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.25, 'e': 7.656160041269817e-06}",20,4,23.718751364915732,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.25, 'e': 7.579979976016195e-06}",30,6,43.96554525775276,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.25, 'e': 7.504557915076859e-06}",20,0,30.686308743699065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.25, 'e': 7.429886316182847e-06}",20,0,33.0510138884933,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1182,False,"{'a': 0.25, 'e': 7.355957712112048e-06}",20,3,28.56771422517803,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.25, 'e': 7.282764709942446e-06}",25,8,31.294187613282908,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.25, 'e': 7.210299990312828e-06}",20,0,35.551177689512734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1185,False,"{'a': 0.25, 'e': 7.138556306690845e-06}",20,2,30.279249216390323,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.25, 'e': 7.067526484648348e-06}",25,11,20.69606638982929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.25, 'e': 6.997203421143929e-06}",20,0,28.15891982208943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1188,False,"{'a': 0.25, 'e': 6.927580083812658e-06}",25,0,40.633975464829625,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1189,False,"{'a': 0.25, 'e': 6.85864951026277e-06}",30,0,47.507251273409835,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1190,False,"{'a': 0.25, 'e': 6.790404807379471e-06}",30,12,33.44216562146943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.25, 'e': 6.7228391506355984e-06}",20,2,27.094358656199564,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.25, 'e': 6.6559457834091735e-06}",20,0,29.062557573919122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1193,False,"{'a': 0.25, 'e': 6.5897180163077295e-06}",20,0,30.632131816366872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1194,False,"{'a': 0.25, 'e': 6.524149226499367e-06}",30,8,31.660419470048975,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.25, 'e': 6.459232857050451e-06}",20,0,28.126493227822237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1196,False,"{'a': 0.25, 'e': 6.394962416269964e-06}",30,0,45.62448038572085,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.25, 'e': 6.3313314770602575e-06}",25,0,32.96232116224553,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1198,False,"{'a': 0.25, 'e': 6.268333676274383e-06}",30,7,38.27860586757386,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.25, 'e': 6.205962714079766e-06}",25,0,33.10428323755994,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1200,False,"{'a': 0.25, 'e': 6.14421235332821e-06}",30,0,45.45176281883703,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1201,False,"{'a': 0.25, 'e': 6.08307641893218e-06}",25,0,38.63554249296823,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1202,False,"{'a': 0.25, 'e': 6.0225487972472915e-06}",20,7,23.46535643111229,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.25, 'e': 5.962623435460923e-06}",25,0,40.2721108991598,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1204,False,"{'a': 0.25, 'e': 5.903294340986981e-06}",20,6,24.398199185406234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.25, 'e': 5.8445555808665665e-06}",30,8,33.857987442675494,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.25, 'e': 5.786401281174718e-06}",20,0,31.462374006260667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1207,False,"{'a': 0.25, 'e': 5.728825626433004e-06}",20,9,16.15306029103547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.25, 'e': 5.67182285902797e-06}",25,0,38.42997216717683,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1209,False,"{'a': 0.25, 'e': 5.615387278635374e-06}",30,16,27.264512608546426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.25, 'e': 5.559513241650147e-06}",20,0,27.320541509071557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1211,False,"{'a': 0.25, 'e': 5.504195160622026e-06}",20,6,27.516888824398052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.25, 'e': 5.449427503696805e-06}",20,10,20.528977227770774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.25, 'e': 5.3952047940631665e-06}",30,16,23.810271664743986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.25, 'e': 5.341521609404953e-06}",20,2,30.50320672475044,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.25, 'e': 5.288372581358964e-06}",30,10,32.23625520288838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.25, 'e': 5.235752394978103e-06}",25,0,43.84489002332484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1217,False,"{'a': 0.25, 'e': 5.18365578819988e-06}",25,7,28.84932570412004,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.25, 'e': 5.132077551320205e-06}",20,0,30.682145774204134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1219,False,"{'a': 0.25, 'e': 5.081012526472407e-06}",25,5,33.727751152742165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.25, 'e': 5.030455607111439e-06}",25,17,12.430979926127417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.25, 'e': 4.9804017375032515e-06}",20,2,28.43435272115844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,12,14.304802252654719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,9,25.326783565162632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,7.565523867887332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,28.194394842051373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,32.902574265825244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",30,8,30.554741780070838,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,8,34.30103204465889,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,7,30.09893318702321,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,19,18.15803794092623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,29.713700135904503,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
